"No.","Time","Source","Destination","Protocol","Length","Info"
"821","82.691723842","127.0.0.1","127.0.0.1","TCP","74","60750  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM=1 TSval=2280438732 TSecr=0 WS=128"
"823","82.691736270","127.0.0.1","127.0.0.1","TCP","66","60750  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2280438732 TSecr=2280438732"
"824","82.691767758","127.0.0.1","127.0.0.1","TCP","70","60750  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=4 TSval=2280438732 TSecr=2280438732"
"826","82.691776892","127.0.0.1","127.0.0.1","TCP","68","60750  >  8080 [PSH, ACK] Seq=5 Ack=1 Win=65536 Len=2 TSval=2280438732 TSecr=2280438732 [TCP segment of a reassembled PDU]"
"829","82.694274438","127.0.0.1","127.0.0.1","TCP","66","60750  >  8080 [ACK] Seq=7 Ack=14 Win=65536 Len=0 TSval=2280438735 TSecr=2280438735"
"831","83.698644806","127.0.0.1","127.0.0.1","TCP","66","60750  >  8080 [ACK] Seq=7 Ack=22 Win=65536 Len=0 TSval=2280439739 TSecr=2280439739"
"833","83.698695409","127.0.0.1","127.0.0.1","TCP","66","60750  >  8080 [ACK] Seq=7 Ack=221 Win=65408 Len=0 TSval=2280439739 TSecr=2280439739"
"834","84.705181615","127.0.0.1","127.0.0.1","TCP","70","60750  >  8080 [PSH, ACK] Seq=7 Ack=221 Win=65536 Len=4 TSval=2280440746 TSecr=2280439739 [TCP segment of a reassembled PDU]"
"836","84.705228901","127.0.0.1","127.0.0.1","TCP","83","60750  >  8080 [PSH, ACK] Seq=11 Ack=221 Win=65536 Len=17 TSval=2280440746 TSecr=2280440746"
"838","84.705249049","127.0.0.1","127.0.0.1","TCP","66","60750  >  8080 [FIN, ACK] Seq=28 Ack=221 Win=65536 Len=0 TSval=2280440746 TSecr=2280440746"
"840","84.705371968","127.0.0.1","127.0.0.1","TCP","66","60750  >  8080 [ACK] Seq=29 Ack=222 Win=65536 Len=0 TSval=2280440746 TSecr=2280440746"
"841","84.706828294","127.0.0.1","127.0.0.1","TCP","74","60752  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM=1 TSval=2280440747 TSecr=0 WS=128"
"843","84.706841163","127.0.0.1","127.0.0.1","TCP","66","60752  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2280440747 TSecr=2280440747"
"844","84.706873545","127.0.0.1","127.0.0.1","TCP","70","60752  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=4 TSval=2280440747 TSecr=2280440747"
"846","84.706883968","127.0.0.1","127.0.0.1","TCP","68","60752  >  8080 [PSH, ACK] Seq=5 Ack=1 Win=65536 Len=2 TSval=2280440747 TSecr=2280440747 [TCP segment of a reassembled PDU]"
"849","84.709448552","127.0.0.1","127.0.0.1","TCP","66","60752  >  8080 [ACK] Seq=7 Ack=14 Win=65536 Len=0 TSval=2280440750 TSecr=2280440750"
"851","85.712579789","127.0.0.1","127.0.0.1","TCP","66","60752  >  8080 [ACK] Seq=7 Ack=22 Win=65536 Len=0 TSval=2280441753 TSecr=2280441753"
"853","85.712639393","127.0.0.1","127.0.0.1","TCP","66","60752  >  8080 [ACK] Seq=7 Ack=221 Win=65408 Len=0 TSval=2280441753 TSecr=2280441753"
"854","86.722659857","127.0.0.1","127.0.0.1","TCP","70","60752  >  8080 [PSH, ACK] Seq=7 Ack=221 Win=65536 Len=4 TSval=2280442763 TSecr=2280441753 [TCP segment of a reassembled PDU]"
"856","86.722705799","127.0.0.1","127.0.0.1","TCP","83","60752  >  8080 [PSH, ACK] Seq=11 Ack=221 Win=65536 Len=17 TSval=2280442763 TSecr=2280442763"
"858","86.722724798","127.0.0.1","127.0.0.1","TCP","66","60752  >  8080 [FIN, ACK] Seq=28 Ack=221 Win=65536 Len=0 TSval=2280442763 TSecr=2280442763"
"860","86.722812460","127.0.0.1","127.0.0.1","TCP","66","60752  >  8080 [ACK] Seq=29 Ack=222 Win=65536 Len=0 TSval=2280442763 TSecr=2280442763"
"861","86.724231323","127.0.0.1","127.0.0.1","TCP","74","60754  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM=1 TSval=2280442765 TSecr=0 WS=128"
"863","86.724242834","127.0.0.1","127.0.0.1","TCP","66","60754  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2280442765 TSecr=2280442765"
"864","86.724272865","127.0.0.1","127.0.0.1","TCP","70","60754  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=4 TSval=2280442765 TSecr=2280442765"
"866","86.724281123","127.0.0.1","127.0.0.1","TCP","68","60754  >  8080 [PSH, ACK] Seq=5 Ack=1 Win=65536 Len=2 TSval=2280442765 TSecr=2280442765 [TCP segment of a reassembled PDU]"
"869","86.726579128","127.0.0.1","127.0.0.1","TCP","66","60754  >  8080 [ACK] Seq=7 Ack=14 Win=65536 Len=0 TSval=2280442767 TSecr=2280442767"
"871","87.730453981","127.0.0.1","127.0.0.1","TCP","66","60754  >  8080 [ACK] Seq=7 Ack=22 Win=65536 Len=0 TSval=2280443771 TSecr=2280443771"
"873","87.730467948","127.0.0.1","127.0.0.1","TCP","66","60754  >  8080 [ACK] Seq=7 Ack=221 Win=65408 Len=0 TSval=2280443771 TSecr=2280443771"
"874","88.741995767","127.0.0.1","127.0.0.1","TCP","70","60754  >  8080 [PSH, ACK] Seq=7 Ack=221 Win=65536 Len=4 TSval=2280444782 TSecr=2280443771 [TCP segment of a reassembled PDU]"
"876","88.742245044","127.0.0.1","127.0.0.1","TCP","83","60754  >  8080 [PSH, ACK] Seq=11 Ack=221 Win=65536 Len=17 TSval=2280444783 TSecr=2280444782"
"878","88.742319049","127.0.0.1","127.0.0.1","TCP","66","60754  >  8080 [FIN, ACK] Seq=28 Ack=221 Win=65536 Len=0 TSval=2280444783 TSecr=2280444783"
"880","88.742391047","127.0.0.1","127.0.0.1","TCP","66","60754  >  8080 [ACK] Seq=29 Ack=222 Win=65536 Len=0 TSval=2280444783 TSecr=2280444783"
"881","88.748433385","127.0.0.1","127.0.0.1","TCP","74","60756  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM=1 TSval=2280444789 TSecr=0 WS=128"
"883","88.748477056","127.0.0.1","127.0.0.1","TCP","66","60756  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2280444789 TSecr=2280444789"
"884","88.748609950","127.0.0.1","127.0.0.1","TCP","70","60756  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=4 TSval=2280444789 TSecr=2280444789"
"886","88.748652638","127.0.0.1","127.0.0.1","TCP","68","60756  >  8080 [PSH, ACK] Seq=5 Ack=1 Win=65536 Len=2 TSval=2280444789 TSecr=2280444789 [TCP segment of a reassembled PDU]"
"889","88.757799710","127.0.0.1","127.0.0.1","TCP","66","60756  >  8080 [ACK] Seq=7 Ack=14 Win=65536 Len=0 TSval=2280444798 TSecr=2280444798"
"891","89.759485753","127.0.0.1","127.0.0.1","TCP","66","60756  >  8080 [ACK] Seq=7 Ack=22 Win=65536 Len=0 TSval=2280445800 TSecr=2280445800"
"893","89.759904150","127.0.0.1","127.0.0.1","TCP","66","60756  >  8080 [ACK] Seq=7 Ack=221 Win=65408 Len=0 TSval=2280445800 TSecr=2280445800"
"894","90.767596867","127.0.0.1","127.0.0.1","TCP","70","60756  >  8080 [PSH, ACK] Seq=7 Ack=221 Win=65536 Len=4 TSval=2280446808 TSecr=2280445800 [TCP segment of a reassembled PDU]"
"896","90.767631146","127.0.0.1","127.0.0.1","TCP","83","60756  >  8080 [PSH, ACK] Seq=11 Ack=221 Win=65536 Len=17 TSval=2280446808 TSecr=2280446808"
"898","90.767660905","127.0.0.1","127.0.0.1","TCP","66","60756  >  8080 [FIN, ACK] Seq=28 Ack=221 Win=65536 Len=0 TSval=2280446808 TSecr=2280446808"
"900","90.767717128","127.0.0.1","127.0.0.1","TCP","66","60756  >  8080 [ACK] Seq=29 Ack=222 Win=65536 Len=0 TSval=2280446808 TSecr=2280446808"
"901","90.769388458","127.0.0.1","127.0.0.1","TCP","74","60758  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM=1 TSval=2280446810 TSecr=0 WS=128"
"903","90.769401765","127.0.0.1","127.0.0.1","TCP","66","60758  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2280446810 TSecr=2280446810"
"904","90.769483344","127.0.0.1","127.0.0.1","TCP","70","60758  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=4 TSval=2280446810 TSecr=2280446810"
"906","90.769495030","127.0.0.1","127.0.0.1","TCP","68","60758  >  8080 [PSH, ACK] Seq=5 Ack=1 Win=65536 Len=2 TSval=2280446810 TSecr=2280446810 [TCP segment of a reassembled PDU]"
"909","90.772128148","127.0.0.1","127.0.0.1","TCP","66","60758  >  8080 [ACK] Seq=7 Ack=14 Win=65536 Len=0 TSval=2280446813 TSecr=2280446812"
"911","91.775893631","127.0.0.1","127.0.0.1","TCP","66","60758  >  8080 [ACK] Seq=7 Ack=22 Win=65536 Len=0 TSval=2280447816 TSecr=2280447816"
"913","91.775957836","127.0.0.1","127.0.0.1","TCP","66","60758  >  8080 [ACK] Seq=7 Ack=221 Win=65408 Len=0 TSval=2280447816 TSecr=2280447816"
"914","92.779339815","127.0.0.1","127.0.0.1","TCP","70","60758  >  8080 [PSH, ACK] Seq=7 Ack=221 Win=65536 Len=4 TSval=2280448820 TSecr=2280447816 [TCP segment of a reassembled PDU]"
"916","92.779361772","127.0.0.1","127.0.0.1","TCP","83","60758  >  8080 [PSH, ACK] Seq=11 Ack=221 Win=65536 Len=17 TSval=2280448820 TSecr=2280448820"
"918","92.779381519","127.0.0.1","127.0.0.1","TCP","66","60758  >  8080 [FIN, ACK] Seq=28 Ack=221 Win=65536 Len=0 TSval=2280448820 TSecr=2280448820"
"920","92.779466783","127.0.0.1","127.0.0.1","TCP","66","60758  >  8080 [ACK] Seq=29 Ack=222 Win=65536 Len=0 TSval=2280448820 TSecr=2280448820"
"921","92.780830949","127.0.0.1","127.0.0.1","TCP","74","60760  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM=1 TSval=2280448821 TSecr=0 WS=128"
"923","92.780842464","127.0.0.1","127.0.0.1","TCP","66","60760  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2280448821 TSecr=2280448821"
"924","92.780880479","127.0.0.1","127.0.0.1","TCP","70","60760  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=4 TSval=2280448821 TSecr=2280448821"
"926","92.780889084","127.0.0.1","127.0.0.1","TCP","68","60760  >  8080 [PSH, ACK] Seq=5 Ack=1 Win=65536 Len=2 TSval=2280448821 TSecr=2280448821 [TCP segment of a reassembled PDU]"
"929","92.783184581","127.0.0.1","127.0.0.1","TCP","66","60760  >  8080 [ACK] Seq=7 Ack=14 Win=65536 Len=0 TSval=2280448824 TSecr=2280448824"
"931","93.786498459","127.0.0.1","127.0.0.1","TCP","66","60760  >  8080 [ACK] Seq=7 Ack=22 Win=65536 Len=0 TSval=2280449827 TSecr=2280449827"
"933","93.786518074","127.0.0.1","127.0.0.1","TCP","66","60760  >  8080 [ACK] Seq=7 Ack=221 Win=65408 Len=0 TSval=2280449827 TSecr=2280449827"
"934","94.792547174","127.0.0.1","127.0.0.1","TCP","70","60760  >  8080 [PSH, ACK] Seq=7 Ack=221 Win=65536 Len=4 TSval=2280450833 TSecr=2280449827 [TCP segment of a reassembled PDU]"
"936","94.792583501","127.0.0.1","127.0.0.1","TCP","83","60760  >  8080 [PSH, ACK] Seq=11 Ack=221 Win=65536 Len=17 TSval=2280450833 TSecr=2280450833"
"938","94.792603299","127.0.0.1","127.0.0.1","TCP","66","60760  >  8080 [FIN, ACK] Seq=28 Ack=221 Win=65536 Len=0 TSval=2280450833 TSecr=2280450833"
"940","94.792666878","127.0.0.1","127.0.0.1","TCP","66","60760  >  8080 [ACK] Seq=29 Ack=222 Win=65536 Len=0 TSval=2280450833 TSecr=2280450833"
"941","94.794365176","127.0.0.1","127.0.0.1","TCP","74","60762  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM=1 TSval=2280450835 TSecr=0 WS=128"
"943","94.794382225","127.0.0.1","127.0.0.1","TCP","66","60762  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2280450835 TSecr=2280450835"
"944","94.794419049","127.0.0.1","127.0.0.1","TCP","70","60762  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=4 TSval=2280450835 TSecr=2280450835"
"946","94.794428304","127.0.0.1","127.0.0.1","TCP","68","60762  >  8080 [PSH, ACK] Seq=5 Ack=1 Win=65536 Len=2 TSval=2280450835 TSecr=2280450835 [TCP segment of a reassembled PDU]"
"949","94.797188537","127.0.0.1","127.0.0.1","TCP","66","60762  >  8080 [ACK] Seq=7 Ack=14 Win=65536 Len=0 TSval=2280450838 TSecr=2280450838"
"951","95.800536817","127.0.0.1","127.0.0.1","TCP","66","60762  >  8080 [ACK] Seq=7 Ack=22 Win=65536 Len=0 TSval=2280451841 TSecr=2280451841"
"953","95.800589227","127.0.0.1","127.0.0.1","TCP","66","60762  >  8080 [ACK] Seq=7 Ack=221 Win=65408 Len=0 TSval=2280451841 TSecr=2280451841"
"954","96.806113235","127.0.0.1","127.0.0.1","TCP","70","60762  >  8080 [PSH, ACK] Seq=7 Ack=221 Win=65536 Len=4 TSval=2280452846 TSecr=2280451841 [TCP segment of a reassembled PDU]"
"956","96.806153466","127.0.0.1","127.0.0.1","TCP","83","60762  >  8080 [PSH, ACK] Seq=11 Ack=221 Win=65536 Len=17 TSval=2280452847 TSecr=2280452846"
"958","96.806174149","127.0.0.1","127.0.0.1","TCP","66","60762  >  8080 [FIN, ACK] Seq=28 Ack=221 Win=65536 Len=0 TSval=2280452847 TSecr=2280452847"
"960","96.806271475","127.0.0.1","127.0.0.1","TCP","66","60762  >  8080 [ACK] Seq=29 Ack=222 Win=65536 Len=0 TSval=2280452847 TSecr=2280452847"
"961","96.807697647","127.0.0.1","127.0.0.1","TCP","74","60764  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM=1 TSval=2280452848 TSecr=0 WS=128"
"963","96.807710293","127.0.0.1","127.0.0.1","TCP","66","60764  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2280452848 TSecr=2280452848"
"964","96.807742125","127.0.0.1","127.0.0.1","TCP","70","60764  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=4 TSval=2280452848 TSecr=2280452848"
"966","96.807751349","127.0.0.1","127.0.0.1","TCP","68","60764  >  8080 [PSH, ACK] Seq=5 Ack=1 Win=65536 Len=2 TSval=2280452848 TSecr=2280452848 [TCP segment of a reassembled PDU]"
"969","96.810444534","127.0.0.1","127.0.0.1","TCP","66","60764  >  8080 [ACK] Seq=7 Ack=14 Win=65536 Len=0 TSval=2280452851 TSecr=2280452851"
"971","97.811473884","127.0.0.1","127.0.0.1","TCP","66","60764  >  8080 [ACK] Seq=7 Ack=22 Win=65536 Len=0 TSval=2280453852 TSecr=2280453852"
"973","97.811526911","127.0.0.1","127.0.0.1","TCP","66","60764  >  8080 [ACK] Seq=7 Ack=221 Win=65408 Len=0 TSval=2280453852 TSecr=2280453852"
"974","98.818071227","127.0.0.1","127.0.0.1","TCP","70","60764  >  8080 [PSH, ACK] Seq=7 Ack=221 Win=65536 Len=4 TSval=2280454858 TSecr=2280453852 [TCP segment of a reassembled PDU]"
"976","98.818119936","127.0.0.1","127.0.0.1","TCP","83","60764  >  8080 [PSH, ACK] Seq=11 Ack=221 Win=65536 Len=17 TSval=2280454858 TSecr=2280454858"
"978","98.818140255","127.0.0.1","127.0.0.1","TCP","66","60764  >  8080 [FIN, ACK] Seq=28 Ack=221 Win=65536 Len=0 TSval=2280454859 TSecr=2280454858"
"980","98.818181873","127.0.0.1","127.0.0.1","TCP","66","60764  >  8080 [ACK] Seq=29 Ack=222 Win=65536 Len=0 TSval=2280454859 TSecr=2280454859"
"981","98.819813279","127.0.0.1","127.0.0.1","TCP","74","60766  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM=1 TSval=2280454860 TSecr=0 WS=128"
"983","98.819825634","127.0.0.1","127.0.0.1","TCP","66","60766  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2280454860 TSecr=2280454860"
"984","98.819858335","127.0.0.1","127.0.0.1","TCP","70","60766  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=4 TSval=2280454860 TSecr=2280454860"
"986","98.819868959","127.0.0.1","127.0.0.1","TCP","68","60766  >  8080 [PSH, ACK] Seq=5 Ack=1 Win=65536 Len=2 TSval=2280454860 TSecr=2280454860 [TCP segment of a reassembled PDU]"
"989","98.822421853","127.0.0.1","127.0.0.1","TCP","66","60766  >  8080 [ACK] Seq=7 Ack=14 Win=65536 Len=0 TSval=2280454863 TSecr=2280454863"
"991","99.825172643","127.0.0.1","127.0.0.1","TCP","66","60766  >  8080 [ACK] Seq=7 Ack=22 Win=65536 Len=0 TSval=2280455865 TSecr=2280455865"
"993","99.825250944","127.0.0.1","127.0.0.1","TCP","66","60766  >  8080 [ACK] Seq=7 Ack=221 Win=65408 Len=0 TSval=2280455866 TSecr=2280455866"
"994","100.832078704","127.0.0.1","127.0.0.1","TCP","70","60766  >  8080 [PSH, ACK] Seq=7 Ack=221 Win=65536 Len=4 TSval=2280456872 TSecr=2280455866 [TCP segment of a reassembled PDU]"
"996","100.832113097","127.0.0.1","127.0.0.1","TCP","83","60766  >  8080 [PSH, ACK] Seq=11 Ack=221 Win=65536 Len=17 TSval=2280456872 TSecr=2280456872"
"998","100.832149722","127.0.0.1","127.0.0.1","TCP","66","60766  >  8080 [FIN, ACK] Seq=28 Ack=221 Win=65536 Len=0 TSval=2280456873 TSecr=2280456872"
"1000","100.832202950","127.0.0.1","127.0.0.1","TCP","66","60766  >  8080 [ACK] Seq=29 Ack=222 Win=65536 Len=0 TSval=2280456873 TSecr=2280456873"
"1001","100.833835869","127.0.0.1","127.0.0.1","TCP","74","60768  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM=1 TSval=2280456874 TSecr=0 WS=128"
"1003","100.833848543","127.0.0.1","127.0.0.1","TCP","66","60768  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2280456874 TSecr=2280456874"
"1004","100.833879558","127.0.0.1","127.0.0.1","TCP","70","60768  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=4 TSval=2280456874 TSecr=2280456874"
"1006","100.833888561","127.0.0.1","127.0.0.1","TCP","68","60768  >  8080 [PSH, ACK] Seq=5 Ack=1 Win=65536 Len=2 TSval=2280456874 TSecr=2280456874 [TCP segment of a reassembled PDU]"
"1009","100.836462655","127.0.0.1","127.0.0.1","TCP","66","60768  >  8080 [ACK] Seq=7 Ack=14 Win=65536 Len=0 TSval=2280456877 TSecr=2280456877"
"1011","101.837485241","127.0.0.1","127.0.0.1","TCP","66","60768  >  8080 [ACK] Seq=7 Ack=22 Win=65536 Len=0 TSval=2280457878 TSecr=2280457878"
"1013","101.837537636","127.0.0.1","127.0.0.1","TCP","66","60768  >  8080 [ACK] Seq=7 Ack=221 Win=65408 Len=0 TSval=2280457878 TSecr=2280457878"
"1014","102.844445057","127.0.0.1","127.0.0.1","TCP","70","60768  >  8080 [PSH, ACK] Seq=7 Ack=221 Win=65536 Len=4 TSval=2280458885 TSecr=2280457878 [TCP segment of a reassembled PDU]"
"1016","102.844491758","127.0.0.1","127.0.0.1","TCP","83","60768  >  8080 [PSH, ACK] Seq=11 Ack=221 Win=65536 Len=17 TSval=2280458885 TSecr=2280458885"
"1018","102.844512370","127.0.0.1","127.0.0.1","TCP","66","60768  >  8080 [FIN, ACK] Seq=28 Ack=221 Win=65536 Len=0 TSval=2280458885 TSecr=2280458885"
"1020","102.844587147","127.0.0.1","127.0.0.1","TCP","66","60768  >  8080 [ACK] Seq=29 Ack=222 Win=65536 Len=0 TSval=2280458885 TSecr=2280458885"
"1021","102.846192505","127.0.0.1","127.0.0.1","TCP","74","60770  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM=1 TSval=2280458887 TSecr=0 WS=128"
"1023","102.846205231","127.0.0.1","127.0.0.1","TCP","66","60770  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2280458887 TSecr=2280458887"
"1024","102.846235794","127.0.0.1","127.0.0.1","TCP","70","60770  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=4 TSval=2280458887 TSecr=2280458887"
"1026","102.846244833","127.0.0.1","127.0.0.1","TCP","68","60770  >  8080 [PSH, ACK] Seq=5 Ack=1 Win=65536 Len=2 TSval=2280458887 TSecr=2280458887 [TCP segment of a reassembled PDU]"
"1029","102.848796658","127.0.0.1","127.0.0.1","TCP","66","60770  >  8080 [ACK] Seq=7 Ack=14 Win=65536 Len=0 TSval=2280458889 TSecr=2280458889"
"1031","103.849501412","127.0.0.1","127.0.0.1","TCP","66","60770  >  8080 [ACK] Seq=7 Ack=22 Win=65536 Len=0 TSval=2280459890 TSecr=2280459890"
"1033","103.849515242","127.0.0.1","127.0.0.1","TCP","66","60770  >  8080 [ACK] Seq=7 Ack=221 Win=65408 Len=0 TSval=2280459890 TSecr=2280459890"
"1034","104.853415337","127.0.0.1","127.0.0.1","TCP","70","60770  >  8080 [PSH, ACK] Seq=7 Ack=221 Win=65536 Len=4 TSval=2280460894 TSecr=2280459890 [TCP segment of a reassembled PDU]"
"1036","104.853439467","127.0.0.1","127.0.0.1","TCP","83","60770  >  8080 [PSH, ACK] Seq=11 Ack=221 Win=65536 Len=17 TSval=2280460894 TSecr=2280460894"
"1038","104.853456751","127.0.0.1","127.0.0.1","TCP","66","60770  >  8080 [FIN, ACK] Seq=28 Ack=221 Win=65536 Len=0 TSval=2280460894 TSecr=2280460894"
"1040","104.853640645","127.0.0.1","127.0.0.1","TCP","66","60770  >  8080 [ACK] Seq=29 Ack=222 Win=65536 Len=0 TSval=2280460894 TSecr=2280460894"
"1041","104.854766300","127.0.0.1","127.0.0.1","TCP","74","60772  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM=1 TSval=2280460895 TSecr=0 WS=128"
"1043","104.854776330","127.0.0.1","127.0.0.1","TCP","66","60772  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2280460895 TSecr=2280460895"
"1044","104.854804019","127.0.0.1","127.0.0.1","TCP","70","60772  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=4 TSval=2280460895 TSecr=2280460895"
"1046","104.854811556","127.0.0.1","127.0.0.1","TCP","68","60772  >  8080 [PSH, ACK] Seq=5 Ack=1 Win=65536 Len=2 TSval=2280460895 TSecr=2280460895 [TCP segment of a reassembled PDU]"
"1049","104.857188021","127.0.0.1","127.0.0.1","TCP","66","60772  >  8080 [ACK] Seq=7 Ack=14 Win=65536 Len=0 TSval=2280460898 TSecr=2280460898"
"1051","105.857943023","127.0.0.1","127.0.0.1","TCP","66","60772  >  8080 [ACK] Seq=7 Ack=22 Win=65536 Len=0 TSval=2280461898 TSecr=2280461898"
"1053","105.857990620","127.0.0.1","127.0.0.1","TCP","66","60772  >  8080 [ACK] Seq=7 Ack=221 Win=65408 Len=0 TSval=2280461898 TSecr=2280461898"
"1054","106.862688870","127.0.0.1","127.0.0.1","TCP","70","60772  >  8080 [PSH, ACK] Seq=7 Ack=221 Win=65536 Len=4 TSval=2280462903 TSecr=2280461898 [TCP segment of a reassembled PDU]"
"1056","106.862752146","127.0.0.1","127.0.0.1","TCP","83","60772  >  8080 [PSH, ACK] Seq=11 Ack=221 Win=65536 Len=17 TSval=2280462903 TSecr=2280462903"
"1057","106.862782292","127.0.0.1","127.0.0.1","TCP","66","60772  >  8080 [FIN, ACK] Seq=28 Ack=221 Win=65536 Len=0 TSval=2280462903 TSecr=2280462903"
"1060","106.862925482","127.0.0.1","127.0.0.1","TCP","66","60772  >  8080 [ACK] Seq=29 Ack=222 Win=65536 Len=0 TSval=2280462903 TSecr=2280462903"
"1061","106.864451497","127.0.0.1","127.0.0.1","TCP","74","60774  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM=1 TSval=2280462905 TSecr=0 WS=128"
"1063","106.864464398","127.0.0.1","127.0.0.1","TCP","66","60774  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2280462905 TSecr=2280462905"
"1064","106.864498552","127.0.0.1","127.0.0.1","TCP","70","60774  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=4 TSval=2280462905 TSecr=2280462905"
"1066","106.864510168","127.0.0.1","127.0.0.1","TCP","68","60774  >  8080 [PSH, ACK] Seq=5 Ack=1 Win=65536 Len=2 TSval=2280462905 TSecr=2280462905 [TCP segment of a reassembled PDU]"
"1069","106.867221297","127.0.0.1","127.0.0.1","TCP","66","60774  >  8080 [ACK] Seq=7 Ack=14 Win=65536 Len=0 TSval=2280462908 TSecr=2280462908"
"1071","107.869865581","127.0.0.1","127.0.0.1","TCP","66","60774  >  8080 [ACK] Seq=7 Ack=22 Win=65536 Len=0 TSval=2280463910 TSecr=2280463910"
"1073","107.869915059","127.0.0.1","127.0.0.1","TCP","66","60774  >  8080 [ACK] Seq=7 Ack=221 Win=65408 Len=0 TSval=2280463910 TSecr=2280463910"
"1074","108.877381863","127.0.0.1","127.0.0.1","TCP","70","60774  >  8080 [PSH, ACK] Seq=7 Ack=221 Win=65536 Len=4 TSval=2280464918 TSecr=2280463910 [TCP segment of a reassembled PDU]"
"1076","108.877428588","127.0.0.1","127.0.0.1","TCP","83","60774  >  8080 [PSH, ACK] Seq=11 Ack=221 Win=65536 Len=17 TSval=2280464918 TSecr=2280464918"
"1078","108.877448772","127.0.0.1","127.0.0.1","TCP","66","60774  >  8080 [FIN, ACK] Seq=28 Ack=221 Win=65536 Len=0 TSval=2280464918 TSecr=2280464918"
"1080","108.877518190","127.0.0.1","127.0.0.1","TCP","66","60774  >  8080 [ACK] Seq=29 Ack=222 Win=65536 Len=0 TSval=2280464918 TSecr=2280464918"
"1081","108.879105874","127.0.0.1","127.0.0.1","TCP","74","60776  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM=1 TSval=2280464919 TSecr=0 WS=128"
"1083","108.879118203","127.0.0.1","127.0.0.1","TCP","66","60776  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2280464919 TSecr=2280464919"
"1084","108.879150495","127.0.0.1","127.0.0.1","TCP","70","60776  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=4 TSval=2280464920 TSecr=2280464919"
"1086","108.879159522","127.0.0.1","127.0.0.1","TCP","68","60776  >  8080 [PSH, ACK] Seq=5 Ack=1 Win=65536 Len=2 TSval=2280464920 TSecr=2280464920 [TCP segment of a reassembled PDU]"
"1089","108.881608937","127.0.0.1","127.0.0.1","TCP","66","60776  >  8080 [ACK] Seq=7 Ack=14 Win=65536 Len=0 TSval=2280464922 TSecr=2280464922"
"1091","109.885666378","127.0.0.1","127.0.0.1","TCP","66","60776  >  8080 [ACK] Seq=7 Ack=22 Win=65536 Len=0 TSval=2280465926 TSecr=2280465926"
